-6.431456	1.707481	-1.636837
-2.900815	-2.608039	2.304806
-3.084266	-2.7988	2.23643
-4.088487	-3.528421	2.433011
-4.574467	-3.333792	2.883549
-2.888589	-2.228395	3.907615
-6.514179	-2.197191	3.36706
-6.170715	-2.985478	2.254617
-5.631552	-0.40928	-0.449588
-7.31574	2.452596	0.688369
-5.764734	3.286261	-0.616452
-7.41363	0.900924	2.495155
-7.730681	1.253	-0.420703
-7.430718	-0.718833	0.694043
-5.389464	1.980468	-1.736791
-4.622499	0.090102	-0.667771
-5.192904	-3.237013	1.243716
-6.096625	3.344489	0.131425
-7.261872	1.492306	-1.101532
-6.498163	-0.667882	0.060352
-3.828808	-2.130454	4.264983
-2.606858	-2.168769	3.126579
-2.762624	-2.045488	4.048673
-3.817223	-1.631503	4.752431
-1.788427	-2.034437	3.904711
-2.523214	-2.043368	4.496327
-3.343464	-1.805959	4.958617
-3.317513	-1.040894	4.900172
-2.011096	-1.466655	4.15732
-1.96261	-1.245161	3.434173
-3.689448	-0.744738	4.472806
-2.424721	-0.679786	3.81919
-4.973547	-2.483322	4.440375
-6.226912	-1.150314	4.425484
-2.488513	-0.693512	4.30966
-7.002516	-1.914424	1.435153
-3.870324	-0.872202	-0.047205
-5.994277	-1.9975	0.648403
-7.060722	-0.099971	3.45184
-6.06555	0.687471	-1.08245
-7.429388	1.792602	1.569553
-7.600424	0.414548	0.080952
-5.085412	1.01501	-1.298117
-6.868713	0.36969	-0.49956
-3.074984	-1.667001	0.433625
-2.444093	-1.885023	2.956205
-2.692093	-1.846182	1.110092
-5.678145	-0.170382	4.591999
-4.387074	-0.50237	4.530813
-3.56144	-3.091547	2.269197
-7.84856	1.935452	0.056941
-7.785386	-0.034872	1.660092
-5.068839	-2.972404	3.820169
-5.636542	2.911004	-1.305629
-6.557022	2.751478	-1.669898
-7.368402	-1.158362	2.532226
-7.852853	1.031789	0.844441
-6.446929	2.921993	0.908806
-6.277294	1.587733	2.91391
-6.031352	0.749138	3.965906
-6.509451	2.329194	1.893348
-4.558929	-2.076028	4.534202
-5.054416	-1.273975	4.604852
-2.589723	-2.33571	2.646654
-2.387023	-2.221118	2.148695
-5.071423	-1.582079	0.083752
-4.323009	-2.800109	0.864278
-6.980061	3.087364	-0.158892
-6.632205	3.459746	-0.691369
-7.446797	2.573564	-0.819401
-3.247435	-1.026639	0.958748
-2.508399	-1.082074	2.134625
-2.814716	-1.220639	1.377791
-2.465181	-1.326716	1.798433
-2.739568	-0.507832	2.718292
-3.653233	-0.369374	3.805895
-3.190761	-0.292959	3.275681
-4.885472	0.556938	3.901226
-4.24098	-0.043439	3.822185
-3.716727	0.152531	3.0237
-4.23002	0.558428	2.751705
-3.259903	-0.200721	2.233305
-3.692473	0.364943	1.971959
-3.077665	-0.582391	1.72663
-3.467561	-0.234892	1.336308
-5.119913	2.671256	0.062277
-4.910758	1.82711	-0.971278
-5.507242	2.848556	0.514215
-4.990922	2.281116	-0.59038
-5.817111	2.739056	1.027131
-4.611777	1.241851	-0.533995
-5.715931	2.339695	1.524091
-5.087733	2.232729	1.046886
-4.70586	2.042382	0.538408
-4.596587	1.650908	-0.024072
-4.219725	0.43634	-0.005639
-4.368815	1.477255	1.003477
-4.779515	1.690992	1.648703
-5.519003	1.704252	2.481615
-4.180059	1.025062	0.505929
-5.219717	1.095025	3.290516
-4.50097	1.130212	2.323722
-4.015718	0.936614	1.468352
-3.852954	0.415587	0.930104
-3.779641	-0.343807	0.522028
-4.990167	3.721094	1.458913
-1.10334	-0.51718	3.544688
0.197634	-0.584135	1.72206
-1.351998	-1.700302	1.201232
0.155002	0.454884	0.906957
-4.638523	3.057519	3.361904
-2.741916	3.077076	-1.532752
-1.845875	-1.739641	0.935069
-3.409929	3.303904	2.996571
-1.631193	-1.424701	2.387828
-3.072161	0.347825	7.372669
-4.613428	0.157041	6.750725
-3.744546	-0.597958	6.215916
-1.285728	-1.071677	3.172205
-1.522526	1.442238	5.757557
-4.076205	2.021005	5.564736
-0.036074	0.441395	3.424371
-4.601983	3.962631	0.575345
-0.789187	-0.036834	3.683777
-2.767095	-0.428863	6.822286
-3.114074	-0.636614	6.382889
-1.340948	0.836317	4.431242
-2.635465	2.482392	5.387738
-2.661624	-0.024315	7.105618
-3.858614	0.513749	7.279318
-4.335988	-0.538129	6.154378
-0.311749	1.336125	0.045597
-4.423169	2.556668	4.616928
-3.00774	2.896656	4.26485
-0.985459	2.723426	2.532642
-4.890266	3.336148	2.329967
-3.92187	3.590327	1.920887
-1.20893	2.034277	-0.688897
-3.586869	3.647225	0.004664
-2.802326	3.619114	0.669541
-2.142929	2.551509	-1.26391
-1.810971	-1.320859	2.538369
-3.669053	0.302751	-0.959375
-4.157988	1.256925	-1.502476
-2.921753	-0.64448	-0.408176
-2.214064	-1.460407	0.191137
-4.480234	2.474514	-1.789749
-1.785593	3.255799	1.638791
-1.680438	-0.773272	3.386815
-2.073247	-0.024578	3.945807
-5.767571	3.499179	1.078626
0.980822	1.678258	1.974465
-5.666859	2.447357	3.233379
0.630652	0.097726	2.814613
-5.048724	3.694345	-0.590205
-5.526796	3.830363	0.478936
0.235966	2.350957	1.130617
-5.348891	1.618952	4.344394
-2.041166	3.285864	-0.547978
-5.769701	2.940588	2.125616
-2.951363	3.58648	-1.060906
-2.964765	0.106989	4.468669
-0.81593	2.892131	0.224914
-4.945021	3.326053	-1.556262
-4.174481	-0.217021	4.896567
-5.218885	0.641642	5.389311
-1.684361	-1.734579	1.714348
-1.884076	-1.685316	1.73589
-2.259451	-0.811648	1.142366
-2.052501	-0.668993	2.046966
-2.502957	-0.541222	0.605495
-1.97978	-0.986768	1.576671
-2.323942	-0.113634	2.780784
-2.636616	0.402025	3.44432
-3.127006	0.386163	4.025907
-3.789047	0.579998	4.102009
-4.41994	1.080721	4.092009
-3.240079	0.581747	3.117718
-3.720691	1.06625	2.850467
-2.762315	0.208383	2.287439
-3.052548	0.747742	1.900868
-2.458284	-0.163089	1.711854
-2.871922	0.294553	1.261683
-4.314707	2.257385	-0.986663
-5.188697	3.177366	1.113344
-4.425139	3.04739	0.026895
-4.948724	3.290285	0.633052
-4.371807	2.701134	-0.710088
-3.913892	1.676567	-0.791429
-5.100517	2.811783	1.650092
-3.924689	2.215534	-0.192251
-4.05679	2.617808	0.482776
-4.528687	2.741046	1.111344
-3.549968	0.948361	-0.307726
-3.719343	2.045077	1.009189
-4.24078	2.151592	1.75408
-5.016247	2.265155	2.637001
-3.630037	1.566799	0.306002
-4.790851	1.67244	3.448497
-4.006452	1.622243	2.428212
-3.388449	1.418165	1.569942
-3.236799	0.926064	0.837097
-3.014842	0.129263	0.189513
-1.909135	0.854231	5.572455
-3.691638	1.483978	6.476068
-4.873255	0.504702	5.981855
-3.50966	-0.067094	5.303614
-2.511249	1.843637	6.663502
-4.312206	-0.03952	5.520249
-2.581149	3.338981	2.407257
-3.265165	3.609776	1.40541
-1.900714	2.891892	3.504063
-3.913445	3.737467	0.749888
-1.320024	2.323581	4.708228
-0.207026	2.127977	3.593919
0.85554	1.043478	2.782055
0.402038	-0.117362	1.459361
-1.009315	-0.494506	0.236704
-2.498325	1.062334	-0.920156
-1.703663	0.261428	-0.299874
-3.093422	1.900476	-1.393378
-0.327909	-1.266515	1.249735
-3.614683	2.839946	-1.830638
-3.963071	3.661851	-1.388
-4.377411	3.79633	-0.466634
-0.532119	-0.986573	0.803105
-0.175566	1.54746	4.143629
-4.214118	3.632577	1.302712
